source,path,is_dir,size_bytes,source_url,raw_listing
ftp_dua_diarios_xml,2026,true,,ftp://ftp.aduanas.gub.uy/DUA%20Diarios%20XML/2026,2026-05-02 00:00AM <DIR> 2026
