source,year,filename,size_bytes,status,local_path,source_url,raw_listing
ftp_dua_diarios_xml,2026,DD2026001.xml,0,dry-run,E:\Joathi\JOATHIVA\tools\lucia_export\data\lucia_public_export\raw\ftp_dua_diarios_xml\2026\DD2026001.xml,ftp://ftp.aduanas.gub.uy/DUA%20Diarios%20XML/2026/DD2026001.xml,2026-05-02 00:00AM 0 DD2026001.xml
